"Title","Description","BiocVersion","Genome","SourceType","SourceUrl","SourceVersion","Species","TaxonomyId","Coordinate_1_based","DataProvider","Maintainer","RDataClass","DispatchClass","Location_Prefix","RDataPath","Tags"
"omniager_stemtoc_cpg","Aging omic biomarker predictor coefficients for omniager_stemtoc_cpg","3.22",NA,"RData","https://github.com/aet21/EpiMitClocks","2024","Homo sapiens","9606",TRUE,"Zhu T et al.","Zhaozhen Du <duzhaozhen2022@sinh.ac.cn>","character","Rds","https://zenodo.org/records/18832408/files/","omniager_stemtoc_cpg.rds","OmniAgeR:Methylation:AgingClock:Biomarker"
"omniager_stemtocvitro_cpg","Aging omic biomarker predictor coefficients for omniager_stemtocvitro_cpg","3.22",NA,"RData","https://github.com/aet21/EpiMitClocks","2024","Homo sapiens","9606",TRUE,"Zhu T et al.","Zhaozhen Du <duzhaozhen2022@sinh.ac.cn>","character","Rds","https://zenodo.org/records/18832408/files/","omniager_stemtocvitro_cpg.rds","OmniAgeR:Methylation:AgingClock:Biomarker"
"omniager_stoch_clocks","Aging omic biomarker predictor coefficients for omniager_stoch_clocks","3.22",NA,"RData","https://doi.org/10.1038/s43587-024-00600-8","2024","Homo sapiens","9606",TRUE,"Tong H et al.","Zhaozhen Du <duzhaozhen2022@sinh.ac.cn>","list","Rds","https://zenodo.org/records/18832408/files/","omniager_stoch_clocks.rds","OmniAgeR:Methylation:AgingClock:Biomarker"
"omniager_tursiops_example","Aging omic biomarker predictor coefficients for omniager_tursiops_example","3.22",NA,"RDS","https://zenodo.org/records/7574747","2023","Tursiops truncatus","9739",TRUE,"Lu AT et al.","Zhaozhen Du <duzhaozhen2022@sinh.ac.cn>","list","Rds","https://zenodo.org/records/18832408/files/","omniager_tursiops_example.rds","OmniAgeR:CrossSpecies:AnimalModels:ExampleData"
"omniager_tzh_example_ctf","Aging omic biomarker predictor coefficients for omniager_tzh_example_ctf","3.22",NA,"IDAT","https://www.biosino.org/node/project/detail/OEP000260","2020","Homo sapiens","9606",TRUE,"National Omics Data Encyclopedia","Zhaozhen Du <duzhaozhen2022@sinh.ac.cn>","list","Rds","https://zenodo.org/records/18832408/files/","omniager_tzh_example_ctf.rds","OmniAgeR:Methylation:AgingClock:Biomarker"
"omniager_vidalbralo_coef","Aging omic biomarker predictor coefficients for omniager_vidalbralo_coef","3.22",NA,"TXT","https://doi.org/10.3389/fgene.2016.00126","2016","Homo sapiens","9606",TRUE,"Vidal-Bralo L et al.","Zhaozhen Du <duzhaozhen2022@sinh.ac.cn>","data.frame","Rds","https://zenodo.org/records/18832408/files/","omniager_vidalbralo_coef.rds","OmniAgeR:Methylation:AgingClock:Biomarker"
"omniager_weidner_coef","Aging omic biomarker predictor coefficients for omniager_weidner_coef","3.22",NA,"TXT","https://doi.org/10.1186/gb-2014-15-2-r24","2014","Homo sapiens","9606",TRUE,"Weidner et al","Zhaozhen Du <duzhaozhen2022@sinh.ac.cn>","data.frame","Rds","https://zenodo.org/records/18832408/files/","omniager_weidner_coef.rds","OmniAgeR:Methylation:AgingClock:Biomarker"
"omniager_wu_clock_coef","Aging omic biomarker predictor coefficients for omniager_wu_clock_coef","3.22",NA,"XLS/XLSX","https://doi.org/10.18632/aging.102399","2019","Homo sapiens","9606",TRUE,"Wu et al.","Zhaozhen Du <duzhaozhen2022@sinh.ac.cn>","data.frame","Rds","https://zenodo.org/records/18832408/files/","omniager_wu_clock_coef.rds","OmniAgeR:Methylation:AgingClock:Biomarker"
"omniager_yazar_cd4t_cd8t_example","Aging omic biomarker predictor coefficients for omniager_yazar_cd4t_cd8t_example","3.22",NA,"RDS","https://cellxgene.cziscience.com/collections/dde06e0f-ab3b-46be-96a2-a8082383c4a1","2022","Homo sapiens","9606",TRUE,"CELLxGENE","Zhaozhen Du <duzhaozhen2022@sinh.ac.cn>","Seurat","Rds","https://zenodo.org/records/18832408/files/","omniager_yazar_cd4t_cd8t_example.rds","OmniAgeR:Transcriptomics:SingleCell:ExampleData"
"omniager_zhang_clock_coef","Aging omic biomarker predictor coefficients for omniager_zhang_clock_coef","3.22",NA,"TXT","https://github.com/qzhang314/DNAm-based-age-predictor)","2019","Homo sapiens","9606",TRUE,"Zhang Q et al.","Zhaozhen Du <duzhaozhen2022@sinh.ac.cn>","data.frame","Rds","https://zenodo.org/records/18832408/files/","omniager_zhang_clock_coef.rds","OmniAgeR:Methylation:AgingClock:Biomarker"
"omniager_zhang10_coef","Aging omic biomarker predictor coefficients for omniager_zhang10_coef","3.22",NA,"RDA","https://github.com/bio-learn/biolearn/tree/master/biolearn/data","2017","Homo sapiens","9606",TRUE,"Zhang Y et al.","Zhaozhen Du <duzhaozhen2022@sinh.ac.cn>","data.frame","Rds","https://zenodo.org/records/18832408/files/","omniager_zhang10_coef.rds","OmniAgeR:Methylation:AgingClock:Biomarker"
"PCClocks_data","PC Clocks data (qs2 format). Use qs2::qd_read() to load.","3.18",NA,"BLOB","https://zenodo.org/records/17162604","2022","Homo sapiens","9606",TRUE,"Higgins-Chen AT et al.","Zhaozhen Du <duzhaozhen2022@sinh.ac.cn>","list","FilePath","https://zenodo.org/records/18832408/files/","PCClocks_data.qs2","OmniAgeR:Methylation:AgingClock:Biomarker"
"SystemsAge_data","SystemsAge Clock data (qs2 format). Use qs2::qd_read() to load.","3.18",NA,"BLOB","https://zenodo.org/records/17162604","2024","Homo sapiens","9606",TRUE,"Sehgal R et al.","Zhaozhen Du <duzhaozhen2022@sinh.ac.cn>","list","FilePath","https://zenodo.org/records/18832408/files/","SystemsAge_data.qs2","OmniAgeR:Methylation:AgingClock:Biomarker"
